,date,team,opponent,venue,time,pf,pa,result
676,2024-12-06,San Antonio Spurs,Sacramento Kings,Home,20:00,113,140,L
677,2024-12-06,Utah Jazz,Portland Trail Blazers,Away,22:00,141,99,W
678,2024-12-07,Boston Celtics,Memphis Grizzlies,Home,20:00,121,127,L
679,2024-12-07,Charlotte Hornets,Cleveland Cavaliers,Home,13:00,102,116,L
680,2024-12-07,Cleveland Cavaliers,Charlotte Hornets,Away,13:00,116,102,W
681,2024-12-07,Dallas Mavericks,Toronto Raptors,Away,19:30,125,118,W
682,2024-12-07,Denver Nuggets,Washington Wizards,Away,19:00,113,122,L
683,2024-12-07,Detroit Pistons,New York Knicks,Away,19:30,120,111,W
684,2024-12-07,Memphis Grizzlies,Boston Celtics,Away,20:00,127,121,W
685,2024-12-07,Miami Heat,Phoenix Suns,Home,20:00,121,111,W
686,2024-12-07,New Orleans Pelicans,Oklahoma City Thunder,Home,19:00,109,119,L
687,2024-12-07,New York Knicks,Detroit Pistons,Home,19:30,111,120,L
688,2024-12-07,Oklahoma City Thunder,New Orleans Pelicans,Away,19:00,119,109,W
689,2024-12-07,Phoenix Suns,Miami Heat,Away,20:00,111,121,L
690,2024-12-07,Toronto Raptors,Dallas Mavericks,Home,19:30,118,125,L
691,2024-12-07,Washington Wizards,Denver Nuggets,Home,19:00,122,113,W
692,2024-12-08,Atlanta Hawks,Denver Nuggets,Home,18:00,111,141,L
693,2024-12-08,Brooklyn Nets,Milwaukee Bucks,Home,15:30,113,118,L
694,2024-12-08,Charlotte Hornets,Indiana Pacers,Away,17:00,113,109,W
695,2024-12-08,Chicago Bulls,Philadelphia 76ers,Home,13:00,100,108,L
696,2024-12-08,Cleveland Cavaliers,Miami Heat,Away,18:00,113,122,L
697,2024-12-08,Denver Nuggets,Atlanta Hawks,Away,18:00,141,111,W
698,2024-12-08,Golden State Warriors,Minnesota Timberwolves,Home,20:30,114,106,W
699,2024-12-08,Houston Rockets,Los Angeles Clippers,Away,21:00,117,106,W
700,2024-12-08,Indiana Pacers,Charlotte Hornets,Home,17:00,109,113,L
701,2024-12-08,Los Angeles Clippers,Houston Rockets,Home,21:00,106,117,L
702,2024-12-08,Los Angeles Lakers,Portland Trail Blazers,Home,21:30,107,98,W
703,2024-12-08,Memphis Grizzlies,Washington Wizards,Away,19:00,140,112,W
704,2024-12-08,Miami Heat,Cleveland Cavaliers,Home,18:00,122,113,W
705,2024-12-08,Milwaukee Bucks,Brooklyn Nets,Away,15:30,118,113,W
706,2024-12-08,Minnesota Timberwolves,Golden State Warriors,Away,20:30,106,114,L
707,2024-12-08,New Orleans Pelicans,San Antonio Spurs,Away,19:00,116,121,L
708,2024-12-08,Orlando Magic,Phoenix Suns,Home,18:30,115,110,W
709,2024-12-08,Philadelphia 76ers,Chicago Bulls,Away,13:00,108,100,W
710,2024-12-08,Phoenix Suns,Orlando Magic,Away,18:30,110,115,L
711,2024-12-08,Portland Trail Blazers,Los Angeles Lakers,Away,21:30,98,107,L
712,2024-12-08,Sacramento Kings,Utah Jazz,Home,21:00,141,97,W
713,2024-12-08,San Antonio Spurs,New Orleans Pelicans,Home,19:00,121,116,W
714,2024-12-08,Utah Jazz,Sacramento Kings,Away,21:00,97,141,L
715,2024-12-08,Washington Wizards,Memphis Grizzlies,Home,19:00,112,140,L
716,2024-12-09,New York Knicks,Toronto Raptors,Away,19:30,113,108,W
717,2024-12-09,Toronto Raptors,New York Knicks,Home,19:30,108,113,L
718,2024-12-10,Dallas Mavericks,Oklahoma City Thunder,Away,21:30,104,118,L
719,2024-12-10,Milwaukee Bucks,Orlando Magic,Home,19:00,114,109,W
720,2024-12-10,Oklahoma City Thunder,Dallas Mavericks,Home,21:30,118,104,W
721,2024-12-10,Orlando Magic,Milwaukee Bucks,Away,19:00,109,114,L
722,2024-12-11,Atlanta Hawks,New York Knicks,Away,19:00,108,100,W
723,2024-12-11,Golden State Warriors,Houston Rockets,Away,21:30,90,91,L
724,2024-12-11,Houston Rockets,Golden State Warriors,Home,21:30,91,90,W
725,2024-12-11,New York Knicks,Atlanta Hawks,Home,19:00,100,108,L
726,2024-12-12,Boston Celtics,Detroit Pistons,Home,19:30,123,99,W
727,2024-12-12,Detroit Pistons,Boston Celtics,Away,19:30,99,123,L
728,2024-12-12,Miami Heat,Toronto Raptors,Home,19:30,114,104,W
729,2024-12-12,New Orleans Pelicans,Sacramento Kings,Home,20:00,109,111,L
730,2024-12-12,Sacramento Kings,New Orleans Pelicans,Away,20:00,111,109,W
731,2024-12-12,Toronto Raptors,Miami Heat,Away,19:30,104,114,L
732,2024-12-13,Brooklyn Nets,Memphis Grizzlies,Away,20:00,119,135,L
733,2024-12-13,Charlotte Hornets,Chicago Bulls,Away,20:00,95,109,L
734,2024-12-13,Chicago Bulls,Charlotte Hornets,Home,20:00,109,95,W
735,2024-12-13,Cleveland Cavaliers,Washington Wizards,Home,19:00,115,105,W
736,2024-12-13,Denver Nuggets,Los Angeles Clippers,Home,21:00,120,98,W
737,2024-12-13,Indiana Pacers,Philadelphia 76ers,Away,19:00,121,107,W
738,2024-12-13,Los Angeles Clippers,Denver Nuggets,Away,21:00,98,120,L
739,2024-12-13,Los Angeles Lakers,Minnesota Timberwolves,Away,20:00,87,97,L
740,2024-12-13,Memphis Grizzlies,Brooklyn Nets,Home,20:00,135,119,W
741,2024-12-13,Minnesota Timberwolves,Los Angeles Lakers,Home,20:00,97,87,W
742,2024-12-13,Philadelphia 76ers,Indiana Pacers,Home,19:00,107,121,L
743,2024-12-13,Phoenix Suns,Utah Jazz,Away,21:30,134,126,W
744,2024-12-13,Portland Trail Blazers,San Antonio Spurs,Home,22:00,116,118,L
745,2024-12-13,San Antonio Spurs,Portland Trail Blazers,Away,22:00,118,116,W
746,2024-12-13,Utah Jazz,Phoenix Suns,Home,21:30,126,134,L
747,2024-12-13,Washington Wizards,Cleveland Cavaliers,Away,19:00,105,115,L
748,2024-12-14,Atlanta Hawks,Milwaukee Bucks,Away,16:30,102,110,L
749,2024-12-14,Houston Rockets,Oklahoma City Thunder,Away,20:30,96,111,L
750,2024-12-14,Milwaukee Bucks,Atlanta Hawks,Home,16:30,110,102,W
751,2024-12-14,Oklahoma City Thunder,Houston Rockets,Home,20:30,111,96,W
752,2024-12-15,Boston Celtics,Washington Wizards,Away,18:00,112,98,W
753,2024-12-15,Dallas Mavericks,Golden State Warriors,Away,20:30,143,133,W
754,2024-12-15,Golden State Warriors,Dallas Mavericks,Home,20:30,133,143,L
755,2024-12-15,Indiana Pacers,New Orleans Pelicans,Home,17:00,119,104,W
756,2024-12-15,Los Angeles Lakers,Memphis Grizzlies,Home,21:30,116,110,W
757,2024-12-15,Memphis Grizzlies,Los Angeles Lakers,Away,21:30,110,116,L
758,2024-12-15,Minnesota Timberwolves,San Antonio Spurs,Away,19:00,106,92,W
759,2024-12-15,New Orleans Pelicans,Indiana Pacers,Away,17:00,104,119,L
760,2024-12-15,New York Knicks,Orlando Magic,Away,18:00,100,91,W
761,2024-12-15,Orlando Magic,New York Knicks,Home,18:00,91,100,L
762,2024-12-15,Phoenix Suns,Portland Trail Blazers,Home,20:00,116,109,W
763,2024-12-15,Portland Trail Blazers,Phoenix Suns,Away,20:00,109,116,L
764,2024-12-15,San Antonio Spurs,Minnesota Timberwolves,Home,19:00,92,106,L
765,2024-12-15,Washington Wizards,Boston Celtics,Home,18:00,98,112,L
766,2024-12-16,Brooklyn Nets,Cleveland Cavaliers,Home,19:30,101,130,L
767,2024-12-16,Charlotte Hornets,Philadelphia 76ers,Home,19:00,108,121,L
768,2024-12-16,Chicago Bulls,Toronto Raptors,Away,19:30,122,121,W
769,2024-12-16,Cleveland Cavaliers,Brooklyn Nets,Away,19:30,130,101,W
770,2024-12-16,Denver Nuggets,Sacramento Kings,Away,22:00,130,129,W
771,2024-12-16,Detroit Pistons,Miami Heat,Home,19:00,125,124,W
772,2024-12-16,Los Angeles Clippers,Utah Jazz,Home,22:30,144,107,W
773,2024-12-16,Miami Heat,Detroit Pistons,Away,19:00,124,125,L
774,2024-12-16,Philadelphia 76ers,Charlotte Hornets,Away,19:00,121,108,W
775,2024-12-16,Sacramento Kings,Denver Nuggets,Home,22:00,129,130,L
776,2024-12-16,Toronto Raptors,Chicago Bulls,Home,19:30,121,122,L
777,2024-12-16,Utah Jazz,Los Angeles Clippers,Away,22:30,107,144,L
778,2024-12-19,Atlanta Hawks,San Antonio Spurs,Away,20:00,126,133,L
779,2024-12-19,Boston Celtics,Chicago Bulls,Home,19:30,108,117,L
780,2024-12-19,Brooklyn Nets,Toronto Raptors,Away,19:30,101,94,W
781,2024-12-19,Charlotte Hornets,Washington Wizards,Away,19:00,114,123,L
782,2024-12-19,Chicago Bulls,Boston Celtics,Away,19:30,117,108,W
783,2024-12-19,Dallas Mavericks,Los Angeles Clippers,Home,20:30,95,118,L
784,2024-12-19,Denver Nuggets,Portland Trail Blazers,Away,22:00,124,126,L
785,2024-12-19,Detroit Pistons,Utah Jazz,Home,19:00,119,126,L
786,2024-12-19,Golden State Warriors,Memphis Grizzlies,Away,20:00,93,144,L
787,2024-12-19,Houston Rockets,New Orleans Pelicans,Home,20:00,133,113,W
788,2024-12-19,Indiana Pacers,Phoenix Suns,Away,21:00,120,111,W
789,2024-12-19,Los Angeles Clippers,Dallas Mavericks,Away,20:30,118,95,W
790,2024-12-19,Los Angeles Lakers,Sacramento Kings,Away,22:00,113,100,W
791,2024-12-19,Memphis Grizzlies,Golden State Warriors,Home,20:00,144,93,W
792,2024-12-19,Minnesota Timberwolves,New York Knicks,Home,21:30,107,133,L
793,2024-12-19,New Orleans Pelicans,Houston Rockets,Away,20:00,113,133,L
794,2024-12-19,New York Knicks,Minnesota Timberwolves,Away,21:30,133,107,W
795,2024-12-19,Oklahoma City Thunder,Orlando Magic,Away,19:00,105,99,W
796,2024-12-19,Orlando Magic,Oklahoma City Thunder,Home,19:00,99,105,L
797,2024-12-19,Phoenix Suns,Indiana Pacers,Home,21:00,111,120,L
798,2024-12-19,Portland Trail Blazers,Denver Nuggets,Home,22:00,126,124,W
799,2024-12-19,Sacramento Kings,Los Angeles Lakers,Home,22:00,100,113,L
800,2024-12-19,San Antonio Spurs,Atlanta Hawks,Home,20:00,133,126,W
801,2024-12-19,Toronto Raptors,Brooklyn Nets,Home,19:30,94,101,L
802,2024-12-19,Utah Jazz,Detroit Pistons,Away,19:00,126,119,W
803,2024-12-19,Washington Wizards,Charlotte Hornets,Home,19:00,123,114,W
804,2024-12-20,Charlotte Hornets,Philadelphia 76ers,Away,19:00,98,108,L
805,2024-12-20,Cleveland Cavaliers,Milwaukee Bucks,Home,19:30,124,101,W
806,2024-12-20,Miami Heat,Oklahoma City Thunder,Home,20:00,97,104,L
807,2024-12-20,Milwaukee Bucks,Cleveland Cavaliers,Away,19:30,101,124,L
808,2024-12-20,Oklahoma City Thunder,Miami Heat,Away,20:00,104,97,W
809,2024-12-20,Philadelphia 76ers,Charlotte Hornets,Home,19:00,108,98,W
810,2024-12-21,Atlanta Hawks,Memphis Grizzlies,Home,19:30,112,128,L
811,2024-12-21,Boston Celtics,Chicago Bulls,Away,20:00,123,98,W
812,2024-12-21,Brooklyn Nets,Utah Jazz,Home,19:30,94,105,L
813,2024-12-21,Chicago Bulls,Boston Celtics,Home,20:00,98,123,L
814,2024-12-21,Cleveland Cavaliers,Philadelphia 76ers,Home,20:00,126,99,W
815,2024-12-21,Dallas Mavericks,Los Angeles Clippers,Home,20:30,113,97,W
816,2024-12-21,Detroit Pistons,Phoenix Suns,Away,21:00,133,125,W
817,2024-12-21,Golden State Warriors,Minnesota Timberwolves,Away,20:00,113,103,W
818,2024-12-21,Los Angeles Clippers,Dallas Mavericks,Away,20:30,97,113,L
819,2024-12-21,Los Angeles Lakers,Sacramento Kings,Away,18:00,103,99,W
820,2024-12-21,Memphis Grizzlies,Atlanta Hawks,Away,19:30,128,112,W
821,2024-12-21,Miami Heat,Orlando Magic,Away,19:00,114,121,L
822,2024-12-21,Milwaukee Bucks,Washington Wizards,Home,20:00,112,101,W
823,2024-12-21,Minnesota Timberwolves,Golden State Warriors,Home,20:00,103,113,L
824,2024-12-21,New Orleans Pelicans,New York Knicks,Home,20:00,93,104,L
825,2024-12-21,New York Knicks,New Orleans Pelicans,Away,20:00,104,93,W
826,2024-12-21,Orlando Magic,Miami Heat,Home,19:00,121,114,W
827,2024-12-21,Philadelphia 76ers,Cleveland Cavaliers,Away,20:00,99,126,L
828,2024-12-21,Phoenix Suns,Detroit Pistons,Home,21:00,125,133,L
829,2024-12-21,Portland Trail Blazers,San Antonio Spurs,Away,20:30,94,114,L
830,2024-12-21,Sacramento Kings,Los Angeles Lakers,Home,18:00,99,103,L
831,2024-12-21,San Antonio Spurs,Portland Trail Blazers,Home,20:30,114,94,W
832,2024-12-21,Utah Jazz,Brooklyn Nets,Away,19:30,105,94,W
833,2024-12-21,Washington Wizards,Milwaukee Bucks,Away,20:00,101,112,L
834,2024-12-22,Denver Nuggets,New Orleans Pelicans,Away,19:00,132,129,W
835,2024-12-22,Houston Rockets,Toronto Raptors,Away,18:00,114,110,W
836,2024-12-22,Indiana Pacers,Sacramento Kings,Away,18:00,122,95,W
837,2024-12-22,New Orleans Pelicans,Denver Nuggets,Home,19:00,129,132,L
838,2024-12-22,Sacramento Kings,Indiana Pacers,Home,18:00,95,122,L
839,2024-12-22,Toronto Raptors,Houston Rockets,Home,18:00,110,114,L
840,2024-12-23,Atlanta Hawks,Minnesota Timberwolves,Home,19:30,117,104,W
841,2024-12-23,Boston Celtics,Orlando Magic,Away,19:00,104,108,L
842,2024-12-23,Brooklyn Nets,Miami Heat,Away,19:30,95,110,L
843,2024-12-23,Charlotte Hornets,Houston Rockets,Home,19:00,101,114,L
844,2024-12-23,Chicago Bulls,Milwaukee Bucks,Home,20:00,91,112,L
845,2024-12-23,Cleveland Cavaliers,Utah Jazz,Home,19:00,124,113,W
846,2024-12-23,Dallas Mavericks,Portland Trail Blazers,Home,20:30,132,108,W
847,2024-12-23,Denver Nuggets,Phoenix Suns,Home,22:00,117,90,W
848,2024-12-23,Detroit Pistons,Los Angeles Lakers,Away,22:30,117,114,W
849,2024-12-23,Golden State Warriors,Indiana Pacers,Home,22:00,105,111,L
850,2024-12-23,Houston Rockets,Charlotte Hornets,Away,19:00,114,101,W
851,2024-12-23,Indiana Pacers,Golden State Warriors,Away,22:00,111,105,W
852,2024-12-23,Los Angeles Clippers,Memphis Grizzlies,Away,20:00,114,110,W
853,2024-12-23,Los Angeles Lakers,Detroit Pistons,Home,22:30,114,117,L
854,2024-12-23,Memphis Grizzlies,Los Angeles Clippers,Home,20:00,110,114,L
855,2024-12-23,Miami Heat,Brooklyn Nets,Home,19:30,110,95,W
856,2024-12-23,Milwaukee Bucks,Chicago Bulls,Away,20:00,112,91,W
857,2024-12-23,Minnesota Timberwolves,Atlanta Hawks,Away,19:30,104,117,L
858,2024-12-23,New York Knicks,Toronto Raptors,Home,19:30,139,125,W
859,2024-12-23,Oklahoma City Thunder,Washington Wizards,Home,20:00,123,105,W
860,2024-12-23,Orlando Magic,Boston Celtics,Home,19:00,108,104,W
861,2024-12-23,Philadelphia 76ers,San Antonio Spurs,Home,19:00,111,106,W
862,2024-12-23,Phoenix Suns,Denver Nuggets,Away,22:00,90,117,L
863,2024-12-23,Portland Trail Blazers,Dallas Mavericks,Away,20:30,108,132,L
864,2024-12-23,San Antonio Spurs,Philadelphia 76ers,Away,19:00,106,111,L
865,2024-12-23,Toronto Raptors,New York Knicks,Away,19:30,125,139,L
866,2024-12-23,Utah Jazz,Cleveland Cavaliers,Away,19:00,113,124,L
867,2024-12-23,Washington Wizards,Oklahoma City Thunder,Away,20:00,105,123,L
868,2024-12-25,Boston Celtics,Philadelphia 76ers,Home,17:00,114,118,L
869,2024-12-25,Dallas Mavericks,Minnesota Timberwolves,Home,14:30,99,105,L
870,2024-12-25,Denver Nuggets,Phoenix Suns,Away,22:30,100,110,L
871,2024-12-25,Golden State Warriors,Los Angeles Lakers,Home,20:00,113,115,L
872,2024-12-25,Los Angeles Lakers,Golden State Warriors,Away,20:00,115,113,W
873,2024-12-25,Minnesota Timberwolves,Dallas Mavericks,Away,14:30,105,99,W
874,2024-12-25,New York Knicks,San Antonio Spurs,Home,12:00,117,114,W
875,2024-12-25,Philadelphia 76ers,Boston Celtics,Away,17:00,118,114,W
876,2024-12-25,Phoenix Suns,Denver Nuggets,Home,22:30,110,100,W
877,2024-12-25,San Antonio Spurs,New York Knicks,Away,12:00,114,117,L
878,2024-12-26,Atlanta Hawks,Chicago Bulls,Home,19:30,141,133,W
879,2024-12-26,Brooklyn Nets,Milwaukee Bucks,Away,20:00,111,105,W
880,2024-12-26,Charlotte Hornets,Washington Wizards,Away,19:00,110,113,L
881,2024-12-26,Chicago Bulls,Atlanta Hawks,Away,19:30,133,141,L
882,2024-12-26,Detroit Pistons,Sacramento Kings,Away,22:00,114,113,W
883,2024-12-26,Houston Rockets,New Orleans Pelicans,Away,20:00,128,111,W
884,2024-12-26,Indiana Pacers,Oklahoma City Thunder,Home,19:00,114,120,L
885,2024-12-26,Memphis Grizzlies,Toronto Raptors,Home,20:00,155,126,W
886,2024-12-26,Miami Heat,Orlando Magic,Away,19:00,89,88,W
887,2024-12-26,Milwaukee Bucks,Brooklyn Nets,Home,20:00,105,111,L
888,2024-12-26,New Orleans Pelicans,Houston Rockets,Home,20:00,111,128,L
889,2024-12-26,Oklahoma City Thunder,Indiana Pacers,Away,19:00,120,114,W
890,2024-12-26,Orlando Magic,Miami Heat,Home,19:00,88,89,L
891,2024-12-26,Portland Trail Blazers,Utah Jazz,Home,22:00,122,120,W
892,2024-12-26,Sacramento Kings,Detroit Pistons,Home,22:00,113,114,L
893,2024-12-26,Toronto Raptors,Memphis Grizzlies,Away,20:00,126,155,L
894,2024-12-26,Utah Jazz,Portland Trail Blazers,Away,22:00,120,122,L
895,2024-12-26,Washington Wizards,Charlotte Hornets,Home,19:00,113,110,W
896,2024-12-27,Boston Celtics,Indiana Pacers,Home,19:30,142,105,W
897,2024-12-27,Brooklyn Nets,San Antonio Spurs,Home,19:30,87,96,L
898,2024-12-27,Cleveland Cavaliers,Denver Nuggets,Away,21:00,149,135,W
899,2024-12-27,Dallas Mavericks,Phoenix Suns,Away,21:00,98,89,W
900,2024-12-27,Denver Nuggets,Cleveland Cavaliers,Home,21:00,135,149,L
901,2024-12-27,Golden State Warriors,Los Angeles Clippers,Away,22:00,92,102,L
902,2024-12-27,Houston Rockets,Minnesota Timberwolves,Home,20:00,112,113,L
903,2024-12-27,Indiana Pacers,Boston Celtics,Away,19:30,105,142,L
904,2024-12-27,Los Angeles Clippers,Golden State Warriors,Home,22:00,102,92,W
905,2024-12-27,Memphis Grizzlies,New Orleans Pelicans,Away,20:00,132,124,W
906,2024-12-27,Minnesota Timberwolves,Houston Rockets,Away,20:00,113,112,W
907,2024-12-27,New Orleans Pelicans,Memphis Grizzlies,Home,20:00,124,132,L
908,2024-12-27,New York Knicks,Orlando Magic,Away,19:00,108,85,W
909,2024-12-27,Orlando Magic,New York Knicks,Home,19:00,85,108,L
910,2024-12-27,Phoenix Suns,Dallas Mavericks,Home,21:00,89,98,L
911,2024-12-27,San Antonio Spurs,Brooklyn Nets,Away,19:30,96,87,W
912,2024-12-28,Atlanta Hawks,Miami Heat,Home,15:00,120,110,W
913,2024-12-28,Charlotte Hornets,Oklahoma City Thunder,Home,18:00,94,106,L
914,2024-12-28,Chicago Bulls,Milwaukee Bucks,Home,20:00,116,111,W
915,2024-12-28,Dallas Mavericks,Portland Trail Blazers,Away,22:00,122,126,L
916,2024-12-28,Denver Nuggets,Detroit Pistons,Home,21:00,134,121,W
917,2024-12-28,Detroit Pistons,Denver Nuggets,Away,21:00,121,134,L
918,2024-12-28,Golden State Warriors,Phoenix Suns,Home,20:30,109,105,W
919,2024-12-28,Los Angeles Lakers,Sacramento Kings,Home,22:30,132,122,W
920,2024-12-28,Miami Heat,Atlanta Hawks,Away,15:00,110,120,L
921,2024-12-28,Milwaukee Bucks,Chicago Bulls,Away,20:00,111,116,L
922,2024-12-28,New York Knicks,Washington Wizards,Away,19:00,136,132,W
923,2024-12-28,Oklahoma City Thunder,Charlotte Hornets,Away,18:00,106,94,W
924,2024-12-28,Philadelphia 76ers,Utah Jazz,Away,21:30,114,111,W
925,2024-12-28,Phoenix Suns,Golden State Warriors,Away,20:30,105,109,L
926,2024-12-28,Portland Trail Blazers,Dallas Mavericks,Home,22:00,126,122,W
927,2024-12-28,Sacramento Kings,Los Angeles Lakers,Away,22:30,122,132,L
928,2024-12-28,Utah Jazz,Philadelphia 76ers,Home,21:30,111,114,L
929,2024-12-28,Washington Wizards,New York Knicks,Home,19:00,132,136,L
930,2024-12-29,Atlanta Hawks,Toronto Raptors,Away,18:00,136,107,W
931,2024-12-29,Boston Celtics,Indiana Pacers,Home,18:00,114,123,L
932,2024-12-29,Brooklyn Nets,Orlando Magic,Away,15:30,101,102,L
933,2024-12-29,Houston Rockets,Miami Heat,Home,19:00,100,104,L
934,2024-12-29,Indiana Pacers,Boston Celtics,Away,18:00,123,114,W
935,2024-12-29,Memphis Grizzlies,Oklahoma City Thunder,Away,19:00,106,130,L
936,2024-12-29,Miami Heat,Houston Rockets,Away,19:00,104,100,W
937,2024-12-29,Minnesota Timberwolves,San Antonio Spurs,Home,21:00,112,110,W
938,2024-12-29,Oklahoma City Thunder,Memphis Grizzlies,Home,19:00,130,106,W
939,2024-12-29,Orlando Magic,Brooklyn Nets,Home,15:30,102,101,W
940,2024-12-29,San Antonio Spurs,Minnesota Timberwolves,Away,21:00,110,112,L
941,2024-12-29,Toronto Raptors,Atlanta Hawks,Home,18:00,107,136,L
942,2024-12-30,Charlotte Hornets,Chicago Bulls,Home,19:00,108,115,L
943,2024-12-30,Chicago Bulls,Charlotte Hornets,Away,19:00,115,108,W
944,2024-12-30,Cleveland Cavaliers,Golden State Warriors,Away,22:00,113,95,W
945,2024-12-30,Dallas Mavericks,Sacramento Kings,Away,22:00,100,110,L
946,2024-12-30,Denver Nuggets,Utah Jazz,Away,21:00,132,121,W
947,2024-12-30,Golden State Warriors,Cleveland Cavaliers,Home,22:00,95,113,L
948,2024-12-30,Los Angeles Clippers,New Orleans Pelicans,Away,20:00,116,113,W
949,2024-12-30,New Orleans Pelicans,Los Angeles Clippers,Home,20:00,113,116,L
950,2024-12-30,New York Knicks,Washington Wizards,Away,19:00,126,106,W
951,2024-12-30,Philadelphia 76ers,Portland Trail Blazers,Away,22:00,125,103,W
952,2024-12-30,Portland Trail Blazers,Philadelphia 76ers,Home,22:00,103,125,L
953,2024-12-30,Sacramento Kings,Dallas Mavericks,Home,22:00,110,100,W
954,2024-12-30,Utah Jazz,Denver Nuggets,Home,21:00,121,132,L
955,2024-12-30,Washington Wizards,New York Knicks,Home,19:00,106,126,L
956,2024-12-31,Boston Celtics,Toronto Raptors,Home,15:00,125,71,W
957,2024-12-31,Cleveland Cavaliers,Los Angeles Lakers,Away,21:00,122,110,W
958,2024-12-31,Indiana Pacers,Milwaukee Bucks,Home,15:00,112,120,L
959,2024-12-31,Los Angeles Clippers,San Antonio Spurs,Away,19:00,86,122,L
960,2024-12-31,Los Angeles Lakers,Cleveland Cavaliers,Home,21:00,110,122,L
961,2024-12-31,Memphis Grizzlies,Phoenix Suns,Away,21:00,117,112,W
962,2024-12-31,Milwaukee Bucks,Indiana Pacers,Away,15:00,120,112,W
963,2024-12-31,Minnesota Timberwolves,Oklahoma City Thunder,Away,20:00,105,113,L
964,2024-12-31,Oklahoma City Thunder,Minnesota Timberwolves,Home,20:00,113,105,W
965,2024-12-31,Phoenix Suns,Memphis Grizzlies,Home,21:00,112,117,L
966,2024-12-31,San Antonio Spurs,Los Angeles Clippers,Home,19:00,122,86,W
967,2024-12-31,Toronto Raptors,Boston Celtics,Away,15:00,71,125,L
968,2025-01-01,Atlanta Hawks,Denver Nuggets,Away,21:00,120,139,L
969,2025-01-01,Brooklyn Nets,Toronto Raptors,Away,19:30,113,130,L
970,2025-01-01,Chicago Bulls,Washington Wizards,Away,19:00,107,125,L
971,2025-01-01,Dallas Mavericks,Houston Rockets,Away,20:00,99,110,L
972,2025-01-01,Denver Nuggets,Atlanta Hawks,Home,21:00,139,120,W
973,2025-01-01,Detroit Pistons,Orlando Magic,Home,19:00,105,96,W
974,2025-01-01,Houston Rockets,Dallas Mavericks,Home,20:00,110,99,W
975,2025-01-01,Miami Heat,New Orleans Pelicans,Home,19:30,119,108,W
976,2025-01-01,New Orleans Pelicans,Miami Heat,Away,19:30,108,119,L
977,2025-01-01,New York Knicks,Utah Jazz,Home,19:30,119,103,W
978,2025-01-01,Orlando Magic,Detroit Pistons,Away,19:00,96,105,L
979,2025-01-01,Philadelphia 76ers,Sacramento Kings,Away,22:00,107,113,L
980,2025-01-01,Sacramento Kings,Philadelphia 76ers,Home,22:00,113,107,W
981,2025-01-01,Toronto Raptors,Brooklyn Nets,Home,19:30,130,113,W
982,2025-01-01,Utah Jazz,New York Knicks,Away,19:30,103,119,L
983,2025-01-01,Washington Wizards,Chicago Bulls,Home,19:00,125,107,W
984,2025-01-02,Boston Celtics,Minnesota Timberwolves,Away,19:30,118,115,W
985,2025-01-02,Brooklyn Nets,Milwaukee Bucks,Away,20:00,113,110,W
986,2025-01-02,Golden State Warriors,Philadelphia 76ers,Home,22:00,139,105,W
987,2025-01-02,Indiana Pacers,Miami Heat,Away,19:30,128,115,W
988,2025-01-02,Los Angeles Clippers,Oklahoma City Thunder,Away,20:00,98,116,L
989,2025-01-02,Los Angeles Lakers,Portland Trail Blazers,Home,22:30,114,106,W
990,2025-01-02,Miami Heat,Indiana Pacers,Home,19:30,115,128,L
991,2025-01-02,Milwaukee Bucks,Brooklyn Nets,Home,20:00,110,113,L
992,2025-01-02,Minnesota Timberwolves,Boston Celtics,Home,19:30,115,118,L
993,2025-01-02,Oklahoma City Thunder,Los Angeles Clippers,Home,20:00,116,98,W
994,2025-01-02,Philadelphia 76ers,Golden State Warriors,Away,22:00,105,139,L
995,2025-01-02,Portland Trail Blazers,Los Angeles Lakers,Away,22:30,106,114,L
996,2025-01-03,Atlanta Hawks,Los Angeles Lakers,Away,22:30,102,119,L
997,2025-01-03,Boston Celtics,Houston Rockets,Away,20:00,109,86,W
998,2025-01-03,Charlotte Hornets,Detroit Pistons,Away,19:00,94,98,L
999,2025-01-03,Cleveland Cavaliers,Dallas Mavericks,Away,20:30,134,122,W
1000,2025-01-03,Dallas Mavericks,Cleveland Cavaliers,Home,20:30,122,134,L
1001,2025-01-03,Denver Nuggets,San Antonio Spurs,Home,21:00,110,113,L
1002,2025-01-03,Detroit Pistons,Charlotte Hornets,Home,19:00,98,94,W
1003,2025-01-03,Houston Rockets,Boston Celtics,Home,20:00,86,109,L
1004,2025-01-03,Los Angeles Lakers,Atlanta Hawks,Home,22:30,119,102,W
1005,2025-01-03,Memphis Grizzlies,Sacramento Kings,Away,22:00,133,138,L
1006,2025-01-03,New Orleans Pelicans,Washington Wizards,Home,20:00,132,120,W
1007,2025-01-03,New York Knicks,Oklahoma City Thunder,Away,20:00,107,117,L
1008,2025-01-03,Oklahoma City Thunder,New York Knicks,Home,20:00,117,107,W
1009,2025-01-03,Orlando Magic,Toronto Raptors,Away,19:30,106,97,W
1010,2025-01-03,Sacramento Kings,Memphis Grizzlies,Home,22:00,138,133,W
1011,2025-01-03,San Antonio Spurs,Denver Nuggets,Away,21:00,113,110,W
1012,2025-01-03,Toronto Raptors,Orlando Magic,Home,19:30,97,106,L
1013,2025-01-03,Washington Wizards,New Orleans Pelicans,Away,20:00,120,132,L
