,date,team,opponent,venue,time,pf,pa,result
0,2024-10-22,Boston Celtics,New York Knicks,Home,19:30,132,109,W
1,2024-10-22,Los Angeles Lakers,Minnesota Timberwolves,Home,22:00,110,103,W
2,2024-10-22,Minnesota Timberwolves,Los Angeles Lakers,Away,22:00,103,110,L
3,2024-10-22,New York Knicks,Boston Celtics,Away,19:30,109,132,L
4,2024-10-23,Atlanta Hawks,Brooklyn Nets,Home,19:30,120,116,W
5,2024-10-23,Brooklyn Nets,Atlanta Hawks,Away,19:30,116,120,L
6,2024-10-23,Charlotte Hornets,Houston Rockets,Away,20:00,110,105,W
7,2024-10-23,Chicago Bulls,New Orleans Pelicans,Away,20:00,111,123,L
8,2024-10-23,Cleveland Cavaliers,Toronto Raptors,Away,19:30,136,106,W
9,2024-10-23,Detroit Pistons,Indiana Pacers,Home,19:00,109,115,L
10,2024-10-23,Golden State Warriors,Portland Trail Blazers,Away,22:00,140,104,W
11,2024-10-23,Houston Rockets,Charlotte Hornets,Home,20:00,105,110,L
12,2024-10-23,Indiana Pacers,Detroit Pistons,Away,19:00,115,109,W
13,2024-10-23,Los Angeles Clippers,Phoenix Suns,Home,22:00,113,116,L
14,2024-10-23,Memphis Grizzlies,Utah Jazz,Away,21:00,126,124,W
15,2024-10-23,Miami Heat,Orlando Magic,Home,19:30,97,116,L
16,2024-10-23,Milwaukee Bucks,Philadelphia 76ers,Away,19:30,124,109,W
17,2024-10-23,New Orleans Pelicans,Chicago Bulls,Home,20:00,123,111,W
18,2024-10-23,Orlando Magic,Miami Heat,Away,19:30,116,97,W
19,2024-10-23,Philadelphia 76ers,Milwaukee Bucks,Home,19:30,109,124,L
20,2024-10-23,Phoenix Suns,Los Angeles Clippers,Away,22:00,116,113,W
21,2024-10-23,Portland Trail Blazers,Golden State Warriors,Home,22:00,104,140,L
22,2024-10-23,Toronto Raptors,Cleveland Cavaliers,Home,19:30,106,136,L
23,2024-10-23,Utah Jazz,Memphis Grizzlies,Home,21:00,124,126,L
24,2024-10-24,Boston Celtics,Washington Wizards,Away,19:00,122,102,W
25,2024-10-24,Dallas Mavericks,San Antonio Spurs,Home,19:30,120,109,W
26,2024-10-24,Denver Nuggets,Oklahoma City Thunder,Home,22:00,87,102,L
27,2024-10-24,Minnesota Timberwolves,Sacramento Kings,Away,22:00,117,115,W
28,2024-10-24,Oklahoma City Thunder,Denver Nuggets,Away,22:00,102,87,W
29,2024-10-24,Sacramento Kings,Minnesota Timberwolves,Home,22:00,115,117,L
30,2024-10-24,San Antonio Spurs,Dallas Mavericks,Away,19:30,109,120,L
31,2024-10-24,Washington Wizards,Boston Celtics,Home,19:00,102,122,L
32,2024-10-25,Atlanta Hawks,Charlotte Hornets,Home,19:30,125,120,W
33,2024-10-25,Brooklyn Nets,Orlando Magic,Away,19:00,101,116,L
34,2024-10-25,Charlotte Hornets,Atlanta Hawks,Away,19:30,120,125,L
35,2024-10-25,Chicago Bulls,Milwaukee Bucks,Away,20:00,133,122,W
36,2024-10-25,Cleveland Cavaliers,Detroit Pistons,Home,19:30,113,101,W
37,2024-10-25,Detroit Pistons,Cleveland Cavaliers,Away,19:30,101,113,L
38,2024-10-25,Golden State Warriors,Utah Jazz,Away,21:30,127,86,W
39,2024-10-25,Houston Rockets,Memphis Grizzlies,Home,20:00,128,108,W
40,2024-10-25,Indiana Pacers,New York Knicks,Away,19:30,98,123,L
41,2024-10-25,Los Angeles Lakers,Phoenix Suns,Home,22:00,123,116,W
42,2024-10-25,Memphis Grizzlies,Houston Rockets,Away,20:00,108,128,L
43,2024-10-25,Milwaukee Bucks,Chicago Bulls,Home,20:00,122,133,L
44,2024-10-25,New Orleans Pelicans,Portland Trail Blazers,Away,22:00,105,103,W
45,2024-10-25,New York Knicks,Indiana Pacers,Home,19:30,123,98,W
46,2024-10-25,Orlando Magic,Brooklyn Nets,Home,19:00,116,101,W
47,2024-10-25,Philadelphia 76ers,Toronto Raptors,Away,19:00,107,115,L
48,2024-10-25,Phoenix Suns,Los Angeles Lakers,Away,22:00,116,123,L
49,2024-10-25,Portland Trail Blazers,New Orleans Pelicans,Home,22:00,103,105,L
50,2024-10-25,Toronto Raptors,Philadelphia 76ers,Home,19:00,115,107,W
51,2024-10-25,Utah Jazz,Golden State Warriors,Home,21:30,86,127,L
52,2024-10-26,Boston Celtics,Detroit Pistons,Away,19:00,124,118,W
53,2024-10-26,Charlotte Hornets,Miami Heat,Home,19:00,106,114,L
54,2024-10-26,Chicago Bulls,Oklahoma City Thunder,Home,20:00,95,114,L
55,2024-10-26,Cleveland Cavaliers,Washington Wizards,Away,19:00,135,116,W
56,2024-10-26,Dallas Mavericks,Phoenix Suns,Away,22:00,102,114,L
57,2024-10-26,Denver Nuggets,Los Angeles Clippers,Home,17:00,104,109,L
58,2024-10-26,Detroit Pistons,Boston Celtics,Home,19:00,118,124,L
59,2024-10-26,Houston Rockets,San Antonio Spurs,Away,20:30,106,109,L
60,2024-10-26,Los Angeles Clippers,Denver Nuggets,Away,17:00,109,104,W
61,2024-10-26,Los Angeles Lakers,Sacramento Kings,Home,22:30,131,127,W
62,2024-10-26,Memphis Grizzlies,Orlando Magic,Home,20:00,124,111,W
63,2024-10-26,Miami Heat,Charlotte Hornets,Away,19:00,114,106,W
64,2024-10-26,Minnesota Timberwolves,Toronto Raptors,Home,20:00,112,101,W
65,2024-10-26,Oklahoma City Thunder,Chicago Bulls,Away,20:00,114,95,W
66,2024-10-26,Orlando Magic,Memphis Grizzlies,Away,20:00,111,124,L
67,2024-10-26,Phoenix Suns,Dallas Mavericks,Home,22:00,114,102,W
68,2024-10-26,Sacramento Kings,Los Angeles Lakers,Away,22:30,127,131,L
69,2024-10-26,San Antonio Spurs,Houston Rockets,Home,20:30,109,106,W
70,2024-10-26,Toronto Raptors,Minnesota Timberwolves,Away,20:00,101,112,L
71,2024-10-26,Washington Wizards,Cleveland Cavaliers,Home,19:00,116,135,L
72,2024-10-27,Atlanta Hawks,Oklahoma City Thunder,Away,19:00,104,128,L
73,2024-10-27,Brooklyn Nets,Milwaukee Bucks,Home,18:00,115,102,W
74,2024-10-27,Golden State Warriors,Los Angeles Clippers,Home,20:30,104,112,L
75,2024-10-27,Indiana Pacers,Philadelphia 76ers,Home,15:30,114,118,L
76,2024-10-27,Los Angeles Clippers,Golden State Warriors,Away,20:30,112,104,W
77,2024-10-27,Milwaukee Bucks,Brooklyn Nets,Away,18:00,102,115,L
78,2024-10-27,New Orleans Pelicans,Portland Trail Blazers,Away,18:00,103,125,L
79,2024-10-27,Oklahoma City Thunder,Atlanta Hawks,Home,19:00,128,104,W
80,2024-10-27,Philadelphia 76ers,Indiana Pacers,Away,15:30,118,114,W
81,2024-10-27,Portland Trail Blazers,New Orleans Pelicans,Home,18:00,125,103,W
82,2024-10-28,Atlanta Hawks,Washington Wizards,Home,19:30,119,121,L
83,2024-10-28,Boston Celtics,Milwaukee Bucks,Home,19:30,119,108,W
84,2024-10-28,Chicago Bulls,Memphis Grizzlies,Away,20:00,126,123,W
85,2024-10-28,Cleveland Cavaliers,New York Knicks,Away,19:30,110,104,W
86,2024-10-28,Dallas Mavericks,Utah Jazz,Home,20:30,110,102,W
87,2024-10-28,Denver Nuggets,Toronto Raptors,Away,19:30,127,125,W
88,2024-10-28,Detroit Pistons,Miami Heat,Away,19:30,98,106,L
89,2024-10-28,Houston Rockets,San Antonio Spurs,Away,20:00,106,101,W
90,2024-10-28,Indiana Pacers,Orlando Magic,Away,19:00,115,119,L
91,2024-10-28,Los Angeles Lakers,Phoenix Suns,Away,22:00,105,109,L
92,2024-10-28,Memphis Grizzlies,Chicago Bulls,Home,20:00,123,126,L
93,2024-10-28,Miami Heat,Detroit Pistons,Home,19:30,106,98,W
94,2024-10-28,Milwaukee Bucks,Boston Celtics,Away,19:30,108,119,L
95,2024-10-28,New York Knicks,Cleveland Cavaliers,Home,19:30,104,110,L
96,2024-10-28,Orlando Magic,Indiana Pacers,Home,19:00,119,115,W
97,2024-10-28,Phoenix Suns,Los Angeles Lakers,Home,22:00,109,105,W
98,2024-10-28,Portland Trail Blazers,Sacramento Kings,Away,22:00,98,111,L
99,2024-10-28,Sacramento Kings,Portland Trail Blazers,Home,22:00,111,98,W
100,2024-10-28,San Antonio Spurs,Houston Rockets,Home,20:00,101,106,L
101,2024-10-28,Toronto Raptors,Denver Nuggets,Home,19:30,125,127,L
102,2024-10-28,Utah Jazz,Dallas Mavericks,Away,20:30,102,110,L
103,2024-10-28,Washington Wizards,Atlanta Hawks,Away,19:30,121,119,W
104,2024-10-29,Brooklyn Nets,Denver Nuggets,Home,19:30,139,144,L
105,2024-10-29,Dallas Mavericks,Minnesota Timberwolves,Away,19:30,120,114,W
106,2024-10-29,Denver Nuggets,Brooklyn Nets,Away,19:30,144,139,W
107,2024-10-29,Golden State Warriors,New Orleans Pelicans,Home,22:00,124,106,W
108,2024-10-29,Minnesota Timberwolves,Dallas Mavericks,Home,19:30,114,120,L
109,2024-10-29,New Orleans Pelicans,Golden State Warriors,Away,22:00,106,124,L
110,2024-10-29,Sacramento Kings,Utah Jazz,Away,21:00,113,96,W
111,2024-10-29,Utah Jazz,Sacramento Kings,Home,21:00,96,113,L
112,2024-10-30,Atlanta Hawks,Washington Wizards,Away,19:00,120,133,L
113,2024-10-30,Boston Celtics,Indiana Pacers,Away,19:00,132,135,L
114,2024-10-30,Brooklyn Nets,Memphis Grizzlies,Away,20:00,119,106,W
115,2024-10-30,Charlotte Hornets,Toronto Raptors,Home,19:00,138,133,W
116,2024-10-30,Chicago Bulls,Orlando Magic,Home,20:00,102,99,W
117,2024-10-30,Cleveland Cavaliers,Los Angeles Lakers,Home,19:00,134,110,W
118,2024-10-30,Detroit Pistons,Philadelphia 76ers,Away,19:00,105,95,W
119,2024-10-30,Golden State Warriors,New Orleans Pelicans,Home,22:00,104,89,W
120,2024-10-30,Indiana Pacers,Boston Celtics,Home,19:00,135,132,W
121,2024-10-30,Los Angeles Clippers,Portland Trail Blazers,Home,22:30,105,106,L
122,2024-10-30,Los Angeles Lakers,Cleveland Cavaliers,Away,19:00,110,134,L
123,2024-10-30,Memphis Grizzlies,Brooklyn Nets,Home,20:00,106,119,L
124,2024-10-30,Miami Heat,New York Knicks,Home,19:30,107,116,L
125,2024-10-30,New Orleans Pelicans,Golden State Warriors,Away,22:00,89,104,L
126,2024-10-30,New York Knicks,Miami Heat,Away,19:30,116,107,W
127,2024-10-30,Oklahoma City Thunder,San Antonio Spurs,Home,21:30,105,93,W
128,2024-10-30,Orlando Magic,Chicago Bulls,Away,20:00,99,102,L
129,2024-10-30,Philadelphia 76ers,Detroit Pistons,Home,19:00,95,105,L
130,2024-10-30,Portland Trail Blazers,Los Angeles Clippers,Away,22:30,106,105,W
131,2024-10-30,San Antonio Spurs,Oklahoma City Thunder,Away,21:30,93,105,L
132,2024-10-30,Toronto Raptors,Charlotte Hornets,Away,19:00,133,138,L
133,2024-10-30,Washington Wizards,Atlanta Hawks,Home,19:00,133,120,W
134,2024-10-31,Dallas Mavericks,Houston Rockets,Home,20:30,102,108,L
135,2024-10-31,Houston Rockets,Dallas Mavericks,Away,20:30,108,102,W
136,2024-10-31,Los Angeles Clippers,Phoenix Suns,Home,22:30,119,125,L
137,2024-10-31,Memphis Grizzlies,Milwaukee Bucks,Home,20:00,122,99,W
138,2024-10-31,Milwaukee Bucks,Memphis Grizzlies,Away,20:00,99,122,L
139,2024-10-31,Phoenix Suns,Los Angeles Clippers,Away,22:30,125,119,W
140,2024-10-31,San Antonio Spurs,Utah Jazz,Away,21:00,106,88,W
141,2024-10-31,Utah Jazz,San Antonio Spurs,Home,21:00,88,106,L
142,2024-11-01,Atlanta Hawks,Sacramento Kings,Home,19:30,115,123,L
143,2024-11-01,Boston Celtics,Charlotte Hornets,Away,19:00,124,109,W
144,2024-11-01,Brooklyn Nets,Chicago Bulls,Home,19:30,120,112,W
145,2024-11-01,Charlotte Hornets,Boston Celtics,Home,19:00,109,124,L
146,2024-11-01,Chicago Bulls,Brooklyn Nets,Away,19:30,112,120,L
147,2024-11-01,Cleveland Cavaliers,Orlando Magic,Home,19:00,120,109,W
148,2024-11-01,Denver Nuggets,Minnesota Timberwolves,Away,21:30,116,119,L
149,2024-11-01,Detroit Pistons,New York Knicks,Home,19:00,98,128,L
150,2024-11-01,Indiana Pacers,New Orleans Pelicans,Away,20:00,118,125,L
151,2024-11-01,Los Angeles Lakers,Toronto Raptors,Away,19:30,131,125,W
152,2024-11-01,Minnesota Timberwolves,Denver Nuggets,Home,21:30,119,116,W
153,2024-11-01,New Orleans Pelicans,Indiana Pacers,Home,20:00,125,118,W
154,2024-11-01,New York Knicks,Detroit Pistons,Away,19:00,128,98,W
155,2024-11-01,Oklahoma City Thunder,Portland Trail Blazers,Away,22:00,137,114,W
156,2024-11-01,Orlando Magic,Cleveland Cavaliers,Away,19:00,109,120,L
157,2024-11-01,Portland Trail Blazers,Oklahoma City Thunder,Home,22:00,114,137,L
158,2024-11-01,Sacramento Kings,Atlanta Hawks,Away,19:30,123,115,W
159,2024-11-01,Toronto Raptors,Los Angeles Lakers,Home,19:30,125,131,L
160,2024-11-02,Boston Celtics,Charlotte Hornets,Away,18:00,113,103,W
161,2024-11-02,Charlotte Hornets,Boston Celtics,Home,18:00,103,113,L
162,2024-11-02,Cleveland Cavaliers,Milwaukee Bucks,Away,20:00,114,113,W
163,2024-11-02,Denver Nuggets,Utah Jazz,Home,22:00,129,103,W
164,2024-11-02,Golden State Warriors,Houston Rockets,Away,20:00,127,121,W
165,2024-11-02,Houston Rockets,Golden State Warriors,Home,20:00,121,127,L
166,2024-11-02,Los Angeles Clippers,Oklahoma City Thunder,Home,22:30,92,105,L
167,2024-11-02,Memphis Grizzlies,Philadelphia 76ers,Away,19:30,124,107,W
168,2024-11-02,Miami Heat,Washington Wizards,Away,21:30,118,98,W
169,2024-11-02,Milwaukee Bucks,Cleveland Cavaliers,Home,20:00,113,114,L
170,2024-11-02,Minnesota Timberwolves,San Antonio Spurs,Away,20:00,103,113,L
171,2024-11-02,Oklahoma City Thunder,Los Angeles Clippers,Away,22:30,105,92,W
172,2024-11-02,Philadelphia 76ers,Memphis Grizzlies,Home,19:30,107,124,L
173,2024-11-02,Phoenix Suns,Portland Trail Blazers,Home,22:00,103,97,W
174,2024-11-02,Portland Trail Blazers,Phoenix Suns,Away,22:00,97,103,L
175,2024-11-02,Sacramento Kings,Toronto Raptors,Away,19:30,128,131,L
176,2024-11-02,San Antonio Spurs,Minnesota Timberwolves,Home,20:00,113,103,W
177,2024-11-02,Toronto Raptors,Sacramento Kings,Home,19:30,131,128,W
178,2024-11-02,Utah Jazz,Denver Nuggets,Away,22:00,103,129,L
179,2024-11-02,Washington Wizards,Miami Heat,Home,21:30,98,118,L
180,2024-11-03,Atlanta Hawks,New Orleans Pelicans,Away,19:00,126,111,W
181,2024-11-03,Brooklyn Nets,Detroit Pistons,Home,15:30,92,106,L
182,2024-11-03,Dallas Mavericks,Orlando Magic,Home,19:30,108,85,W
183,2024-11-03,Detroit Pistons,Brooklyn Nets,Away,15:30,106,92,W
184,2024-11-03,New Orleans Pelicans,Atlanta Hawks,Home,19:00,111,126,L
185,2024-11-03,Orlando Magic,Dallas Mavericks,Away,19:30,85,108,L
186,2024-11-04,Atlanta Hawks,Boston Celtics,Home,19:45,93,123,L
187,2024-11-04,Boston Celtics,Atlanta Hawks,Away,19:45,123,93,W
188,2024-11-04,Brooklyn Nets,Memphis Grizzlies,Home,20:00,106,104,W
189,2024-11-04,Charlotte Hornets,Minnesota Timberwolves,Away,21:00,93,114,L
190,2024-11-04,Chicago Bulls,Utah Jazz,Home,20:30,126,135,L
191,2024-11-04,Cleveland Cavaliers,Milwaukee Bucks,Home,19:00,116,114,W
192,2024-11-04,Dallas Mavericks,Indiana Pacers,Home,21:45,127,134,L
193,2024-11-04,Denver Nuggets,Toronto Raptors,Home,22:00,121,119,W
194,2024-11-04,Detroit Pistons,Los Angeles Lakers,Home,19:30,115,103,W
195,2024-11-04,Golden State Warriors,Washington Wizards,Away,19:15,125,112,W
196,2024-11-04,Houston Rockets,New York Knicks,Home,20:45,109,97,W
197,2024-11-04,Indiana Pacers,Dallas Mavericks,Away,21:45,134,127,W
198,2024-11-04,Los Angeles Clippers,San Antonio Spurs,Home,22:30,113,104,W
199,2024-11-04,Los Angeles Lakers,Detroit Pistons,Away,19:30,103,115,L
200,2024-11-04,Memphis Grizzlies,Brooklyn Nets,Away,20:00,104,106,L
201,2024-11-04,Miami Heat,Sacramento Kings,Home,20:15,110,111,L
202,2024-11-04,Milwaukee Bucks,Cleveland Cavaliers,Away,19:00,114,116,L
203,2024-11-04,Minnesota Timberwolves,Charlotte Hornets,Home,21:00,114,93,W
204,2024-11-04,New Orleans Pelicans,Portland Trail Blazers,Home,21:30,100,118,L
205,2024-11-04,New York Knicks,Houston Rockets,Away,20:45,97,109,L
206,2024-11-04,Oklahoma City Thunder,Orlando Magic,Home,21:15,102,86,W
207,2024-11-04,Orlando Magic,Oklahoma City Thunder,Away,21:15,86,102,L
208,2024-11-04,Philadelphia 76ers,Phoenix Suns,Away,22:15,116,118,L
209,2024-11-04,Phoenix Suns,Philadelphia 76ers,Home,22:15,118,116,W
210,2024-11-04,Portland Trail Blazers,New Orleans Pelicans,Away,21:30,118,100,W
211,2024-11-04,Sacramento Kings,Miami Heat,Away,20:15,111,110,W
212,2024-11-04,San Antonio Spurs,Los Angeles Clippers,Away,22:30,104,113,L
213,2024-11-04,Toronto Raptors,Denver Nuggets,Away,22:00,119,121,L
214,2024-11-04,Utah Jazz,Chicago Bulls,Away,20:30,135,126,W
215,2024-11-04,Washington Wizards,Golden State Warriors,Home,19:15,112,125,L
216,2024-11-06,Atlanta Hawks,New York Knicks,Home,19:30,121,116,W
217,2024-11-06,Boston Celtics,Golden State Warriors,Home,19:30,112,118,L
218,2024-11-06,Charlotte Hornets,Detroit Pistons,Home,19:00,108,107,W
219,2024-11-06,Chicago Bulls,Dallas Mavericks,Away,20:30,99,119,L
220,2024-11-06,Cleveland Cavaliers,New Orleans Pelicans,Away,20:00,131,122,W
221,2024-11-06,Dallas Mavericks,Chicago Bulls,Home,20:30,119,99,W
222,2024-11-06,Denver Nuggets,Oklahoma City Thunder,Home,21:00,124,122,W
223,2024-11-06,Detroit Pistons,Charlotte Hornets,Away,19:00,107,108,L
224,2024-11-06,Golden State Warriors,Boston Celtics,Away,19:30,118,112,W
225,2024-11-06,Houston Rockets,San Antonio Spurs,Home,20:00,127,100,W
226,2024-11-06,Indiana Pacers,Orlando Magic,Home,19:00,118,111,W
227,2024-11-06,Los Angeles Clippers,Philadelphia 76ers,Home,22:00,110,98,W
228,2024-11-06,Los Angeles Lakers,Memphis Grizzlies,Away,20:00,114,131,L
229,2024-11-06,Memphis Grizzlies,Los Angeles Lakers,Home,20:00,131,114,W
230,2024-11-06,Miami Heat,Phoenix Suns,Away,21:00,112,115,L
231,2024-11-06,New Orleans Pelicans,Cleveland Cavaliers,Home,20:00,122,131,L
232,2024-11-06,New York Knicks,Atlanta Hawks,Away,19:30,116,121,L
233,2024-11-06,Oklahoma City Thunder,Denver Nuggets,Away,21:00,122,124,L
234,2024-11-06,Orlando Magic,Indiana Pacers,Away,19:00,111,118,L
235,2024-11-06,Philadelphia 76ers,Los Angeles Clippers,Away,22:00,98,110,L
236,2024-11-06,Phoenix Suns,Miami Heat,Home,21:00,115,112,W
237,2024-11-06,Sacramento Kings,Toronto Raptors,Home,22:00,122,107,W
238,2024-11-06,San Antonio Spurs,Houston Rockets,Away,20:00,100,127,L
239,2024-11-06,Toronto Raptors,Sacramento Kings,Away,22:00,107,122,L
240,2024-11-07,Chicago Bulls,Minnesota Timberwolves,Home,20:00,119,135,L
241,2024-11-07,Milwaukee Bucks,Utah Jazz,Home,20:00,123,100,W
242,2024-11-07,Minnesota Timberwolves,Chicago Bulls,Away,20:00,135,119,W
243,2024-11-07,Portland Trail Blazers,San Antonio Spurs,Away,20:00,105,118,L
244,2024-11-07,San Antonio Spurs,Portland Trail Blazers,Home,20:00,118,105,W
245,2024-11-07,Utah Jazz,Milwaukee Bucks,Away,20:00,100,123,L
246,2024-11-08,Atlanta Hawks,Detroit Pistons,Away,19:00,121,122,L
247,2024-11-08,Boston Celtics,Brooklyn Nets,Home,19:30,108,104,W
248,2024-11-08,Brooklyn Nets,Boston Celtics,Away,19:30,104,108,L
249,2024-11-08,Charlotte Hornets,Indiana Pacers,Home,19:00,103,83,W
250,2024-11-08,Cleveland Cavaliers,Golden State Warriors,Home,19:30,136,117,W
251,2024-11-08,Dallas Mavericks,Phoenix Suns,Home,19:30,113,114,L
252,2024-11-08,Denver Nuggets,Miami Heat,Home,21:00,135,122,W
253,2024-11-08,Detroit Pistons,Atlanta Hawks,Home,19:00,122,121,W
254,2024-11-08,Golden State Warriors,Cleveland Cavaliers,Away,19:30,117,136,L
255,2024-11-08,Houston Rockets,Oklahoma City Thunder,Away,20:00,107,126,L
256,2024-11-08,Indiana Pacers,Charlotte Hornets,Away,19:00,83,103,L
257,2024-11-08,Los Angeles Clippers,Sacramento Kings,Away,22:00,107,98,W
258,2024-11-08,Los Angeles Lakers,Philadelphia 76ers,Home,22:00,116,106,W
259,2024-11-08,Memphis Grizzlies,Washington Wizards,Home,20:00,128,104,W
260,2024-11-08,Miami Heat,Denver Nuggets,Away,21:00,122,135,L
261,2024-11-08,Milwaukee Bucks,New York Knicks,Away,19:30,94,116,L
262,2024-11-08,Minnesota Timberwolves,Portland Trail Blazers,Home,21:00,127,102,W
263,2024-11-08,New Orleans Pelicans,Orlando Magic,Away,19:00,88,115,L
264,2024-11-08,New York Knicks,Milwaukee Bucks,Home,19:30,116,94,W
265,2024-11-08,Oklahoma City Thunder,Houston Rockets,Home,20:00,126,107,W
266,2024-11-08,Orlando Magic,New Orleans Pelicans,Home,19:00,115,88,W
267,2024-11-08,Philadelphia 76ers,Los Angeles Lakers,Away,22:00,106,116,L
268,2024-11-08,Phoenix Suns,Dallas Mavericks,Away,19:30,114,113,W
269,2024-11-08,Portland Trail Blazers,Minnesota Timberwolves,Away,21:00,102,127,L
270,2024-11-08,Sacramento Kings,Los Angeles Clippers,Home,22:00,98,107,L
271,2024-11-08,Washington Wizards,Memphis Grizzlies,Away,20:00,104,128,L
272,2024-11-09,Atlanta Hawks,Chicago Bulls,Home,19:30,113,125,L
273,2024-11-09,Brooklyn Nets,Cleveland Cavaliers,Away,19:30,100,105,L
274,2024-11-09,Chicago Bulls,Atlanta Hawks,Away,19:30,125,113,W
275,2024-11-09,Cleveland Cavaliers,Brooklyn Nets,Home,19:30,105,100,W
276,2024-11-09,Los Angeles Clippers,Toronto Raptors,Home,22:30,105,103,W
277,2024-11-09,San Antonio Spurs,Utah Jazz,Home,17:00,110,111,L
278,2024-11-09,Toronto Raptors,Los Angeles Clippers,Away,22:30,103,105,L
279,2024-11-09,Utah Jazz,San Antonio Spurs,Away,17:00,111,110,W
280,2024-11-10,Boston Celtics,Milwaukee Bucks,Away,15:30,113,107,W
281,2024-11-10,Charlotte Hornets,Philadelphia 76ers,Away,19:00,105,107,L
282,2024-11-10,Dallas Mavericks,Denver Nuggets,Away,20:00,120,122,L
283,2024-11-10,Denver Nuggets,Dallas Mavericks,Home,20:00,122,120,W
284,2024-11-10,Detroit Pistons,Houston Rockets,Home,15:00,99,101,L
285,2024-11-10,Golden State Warriors,Oklahoma City Thunder,Away,19:00,127,116,W
286,2024-11-10,Houston Rockets,Detroit Pistons,Away,15:00,101,99,W
287,2024-11-10,Indiana Pacers,New York Knicks,Home,17:00,132,121,W
288,2024-11-10,Los Angeles Lakers,Toronto Raptors,Home,21:30,123,103,W
289,2024-11-10,Memphis Grizzlies,Portland Trail Blazers,Away,21:00,134,89,W
290,2024-11-10,Miami Heat,Minnesota Timberwolves,Away,19:00,95,94,W
291,2024-11-10,Milwaukee Bucks,Boston Celtics,Home,15:30,107,113,L
292,2024-11-10,Minnesota Timberwolves,Miami Heat,Home,19:00,94,95,L
293,2024-11-10,New York Knicks,Indiana Pacers,Away,17:00,121,132,L
294,2024-11-10,Oklahoma City Thunder,Golden State Warriors,Home,19:00,116,127,L
295,2024-11-10,Orlando Magic,Washington Wizards,Home,18:00,121,94,W
296,2024-11-10,Philadelphia 76ers,Charlotte Hornets,Home,19:00,107,105,W
297,2024-11-10,Phoenix Suns,Sacramento Kings,Home,20:00,118,127,L
298,2024-11-10,Portland Trail Blazers,Memphis Grizzlies,Home,21:00,89,134,L
299,2024-11-10,Sacramento Kings,Phoenix Suns,Away,20:00,127,118,W
300,2024-11-10,Toronto Raptors,Los Angeles Lakers,Away,21:30,103,123,L
301,2024-11-10,Washington Wizards,Orlando Magic,Away,18:00,94,121,L
302,2024-11-11,Brooklyn Nets,New Orleans Pelicans,Away,20:00,107,105,W
303,2024-11-11,Chicago Bulls,Cleveland Cavaliers,Home,20:00,113,119,L
304,2024-11-11,Cleveland Cavaliers,Chicago Bulls,Away,20:00,119,113,W
305,2024-11-11,Houston Rockets,Washington Wizards,Home,20:00,107,92,W
306,2024-11-11,Los Angeles Clippers,Oklahoma City Thunder,Away,20:00,128,134,L
307,2024-11-11,New Orleans Pelicans,Brooklyn Nets,Home,20:00,105,107,L
308,2024-11-11,Oklahoma City Thunder,Los Angeles Clippers,Home,20:00,134,128,W
309,2024-11-11,Sacramento Kings,San Antonio Spurs,Away,20:00,96,116,L
310,2024-11-11,San Antonio Spurs,Sacramento Kings,Home,20:00,116,96,W
311,2024-11-11,Washington Wizards,Houston Rockets,Away,20:00,92,107,L
312,2024-11-12,Atlanta Hawks,Boston Celtics,Away,19:00,117,116,W
313,2024-11-12,Boston Celtics,Atlanta Hawks,Home,19:00,116,117,L
314,2024-11-12,Charlotte Hornets,Orlando Magic,Away,19:00,89,114,L
315,2024-11-12,Dallas Mavericks,Golden State Warriors,Away,22:00,117,120,L
316,2024-11-12,Detroit Pistons,Miami Heat,Home,19:00,123,121,W
317,2024-11-12,Golden State Warriors,Dallas Mavericks,Home,22:00,120,117,W
318,2024-11-12,Miami Heat,Detroit Pistons,Away,19:00,121,123,L
319,2024-11-12,Milwaukee Bucks,Toronto Raptors,Home,20:00,99,85,W
320,2024-11-12,Minnesota Timberwolves,Portland Trail Blazers,Away,22:00,108,122,L
321,2024-11-12,New York Knicks,Philadelphia 76ers,Away,19:30,111,99,W
322,2024-11-12,Orlando Magic,Charlotte Hornets,Home,19:00,114,89,W
323,2024-11-12,Philadelphia 76ers,New York Knicks,Home,19:30,99,111,L
324,2024-11-12,Phoenix Suns,Utah Jazz,Away,21:00,120,112,W
325,2024-11-12,Portland Trail Blazers,Minnesota Timberwolves,Home,22:00,122,108,W
326,2024-11-12,Toronto Raptors,Milwaukee Bucks,Away,20:00,85,99,L
327,2024-11-12,Utah Jazz,Phoenix Suns,Home,21:00,112,120,L
328,2024-11-13,Boston Celtics,Brooklyn Nets,Away,19:30,139,114,W
329,2024-11-13,Brooklyn Nets,Boston Celtics,Home,19:30,114,139,L
330,2024-11-13,Chicago Bulls,New York Knicks,Away,19:30,124,123,W
331,2024-11-13,Cleveland Cavaliers,Philadelphia 76ers,Away,19:30,114,106,W
332,2024-11-13,Detroit Pistons,Milwaukee Bucks,Away,20:00,120,127,L
333,2024-11-13,Houston Rockets,Los Angeles Clippers,Home,20:00,111,103,W
334,2024-11-13,Indiana Pacers,Orlando Magic,Away,19:00,90,94,L
335,2024-11-13,Los Angeles Clippers,Houston Rockets,Away,20:00,103,111,L
336,2024-11-13,Los Angeles Lakers,Memphis Grizzlies,Home,22:00,128,123,W
337,2024-11-13,Memphis Grizzlies,Los Angeles Lakers,Away,22:00,123,128,L
